0,14,0,0,0,0,1,1,1
0,10,1,0,0,0,1,1,1
0,10,2,0,0,0,1,1,1
0,10,3,0,0,0,1,1,1
0,10,4,0,0,0,1,1,1
0,10,5,0,0,0,1,1,1
0,10,6,0,0,0,1,1,1
0,10,7,0,0,0,1,1,1
0,10,8,0,0,0,1,1,1
0,10,9,0,0,0,1,1,1
0,10,10,0,0,0,1,1,1
0,10,11,0,0,0,1,1,1
0,10,12,0,0,0,1,1,1
0,10,13,0,0,0,1,1,1
0,10,14,0,0,0,1,1,1
0,10,15,0,0,0,1,1,1
0,10.0095,16,0,0,0,1,1,1
0,10.0428,17,0,0,0,1,1,1
0,10.0803,18,0,0,0,1,1,1
0,10.1079,19,0,0,0,1,1,1
0,10.1168,20,0,0,0,1,1,1
0,10.1023,21,0,0,0,1,1,1
0,10.0651,22,0,0,0,1,1,1
0,10.0187,23,0,0,0,1,1,1
0,10,24,0,0,0,1,1,1
0,10,25,0,0,0,1,1,1
0,10,26,0,0,0,1,1,1
0,10,27,0,0,0,1,1,1
0,10,28,0,0,0,1,1,1
0,10,29,0,0,0,1,1,1
1,10,0,0,0,0,1,1,1
1,10,1,0,0,0,1,1,1
1,10,2,0,0,0,1,1,1
1,10,3,0,0,0,1,1,1
1,10,4,0,0,0,1,1,1
1,10,5,0,0,0,1,1,1
1,10,6,0,0,0,1,1,1
1,10,7,0,0,0,1,1,1
1,10,8,0,0,0,1,1,1
1,10,9,0,0,0,1,1,1
1,10,10,0,0,0,1,1,1
1,10,11,0,0,0,1,1,1
1,10,12,0,0,0,1,1,1
1,10,13,0,0,0,1,1,1
1,10.0185,14,0,0,0,1,1,1
1,10.0646,15,0,0,0,1,1,1
1,10.1174,16,0,0,0,1,1,1
1,10.1634,17,0,0,0,1,1,1
1,10.1935,18,0,0,0,1,1,1
1,10.2017,19,0,0,0,1,1,1
1,10.1839,20,0,0,0,1,1,1
1,10.139,21,0,0,0,1,1,1
1,10.0727,22,0,0,0,1,1,1
1,10.0187,23,0,0,0,1,1,1
1,10,24,0,0,0,1,1,1
1,10,25,0,0,0,1,1,1
1,10,26,0,0,0,1,1,1
1,10,27,0,0,0,1,1,1
1,10,28,0,0,0,1,1,1
1,10,29,0,0,0,1,1,1
2,10,0,0,0,0,1,1,1
2,10,1,0,0,0,1,1,1
2,10,2,0,0,0,1,1,1
2,10,3,0,0,0,1,1,1
2,10,4,0,0,0,1,1,1
2,10,5,0,0,0,1,1,1
2,10,6,0,0,0,1,1,1
2,10,7,0,0,0,1,1,1
2,10,8,0,0,0,1,1,1
2,10,9,0,0,0,1,1,1
2,10,10,0,0,0,1,1,1
2,10.0035,11,0,0,0,1,1,1
2,10.0418,12,0,0,0,1,1,1
2,10.1026,13,0,0,0,1,1,1
2,10.1688,14,0,0,0,1,1,1
2,10.2292,15,0,0,0,1,1,1
2,10.2763,16,0,0,0,1,1,1
2,10.3044,17,0,0,0,1,1,1
2,10.3091,18,0,0,0,1,1,1
2,10.2869,19,0,0,0,1,1,1
2,10.2358,20,0,0,0,1,1,1
2,10.1574,21,0,0,0,1,1,1
2,10.0727,22,0,0,0,1,1,1
2,10.0187,23,0,0,0,1,1,1
2,10,24,0,0,0,1,1,1
2,10,25,0,0,0,1,1,1
2,10,26,0,0,0,1,1,1
2,10,27,0,0,0,1,1,1
2,10,28,0,0,0,1,1,1
2,10,29,0,0,0,1,1,1
3,10.0033,0,0,0,0,1,1,1
3,10,1,0,0,0,1,1,1
3,10,2,0,0,0,1,1,1
3,10,3,0,0,0,1,1,1
3,10,4,0,0,0,1,1,1
3,10,5,0,0,0,1,1,1
3,10,6,0,0,0,1,1,1
3,10,7,0,0,0,1,1,1
3,10.0031,8,0,0,0,1,1,1
3,10.0395,9,0,0,0,1,1,1
3,10.102,10,0,0,0,1,1,1
3,10.1761,11,0,0,0,1,1,1
3,10.2514,12,0,0,0,1,1,1
3,10.3204,13,0,0,0,1,1,1
3,10.3777,14,0,0,0,1,1,1
